no,post_url,akun,comment
31629,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Kazuu,pandawara sungai saya belum di bersihkan
31630,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,️,kayaknya ada yang bunuh anjing nya deh
31631,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Don Lorenzo 🧟‍♂️,komen nya Indonesia menuju cemas 💔
31632,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Kendis_Dolong✨,langsung bekeng RW jo
31633,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,alifawip store,bisa2nya sih dek pada berani banget gk takut kena panu koreng 😭
31634,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,jaa€,lagi makannnnnnn
31635,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Ibune Farrel Rachel,kenapa gak pake masker dr awal.. 😏
31636,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,akun ditemukan🤭,kek muntah darah🗿
31637,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ROJAD OJAD 👨🏿,salut gua sama elu elu bang
31638,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,FAHRI AJA,itukan tugas lu🤓🤓🤓
31639,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ryn? yes baby,bang gw liat mayat anjing di sungai dah busuk tpi ga di balut kain apapun😭
31640,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Togen Totsuka,Gw malah reflek nahan nafas🗿
31641,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mam Hanan 🇮🇩,sehat selalu untuk para pandawa semoga dalam perlindungan Allah selalu aamiin aamiin aamiin ya rabb
31642,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,hamzah al_kauriy,Wahabi lingkungan 😂😂😂 (sarkas)
31643,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Widya,@Vitaa🍓
31644,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,.,pandawara cobak ke Nabire
31645,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Isaad,pandawara rumah gw tolong di berishkan debu nya😹
31646,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mi ayam buatan rimuru🗿,pasti abis makan strawberry busuk jadi muntah
31647,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,fayyorizz🪽,semangat kakk
31648,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Kazuu,pandawara sungai saya belum di bersihkan
31649,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,️,kayaknya ada yang bunuh anjing nya deh
31650,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Don Lorenzo 🧟‍♂️,komen nya Indonesia menuju cemas 💔
31651,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,taachilll,"kapan indonesia maju, pemikiran dikolom komentar aja dah nunjukin kalo sdm rendah."
31652,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,alifawip store,bisa2nya sih dek pada berani banget gk takut kena panu koreng 😭
31653,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,jaa€,lagi makannnnnnn
31654,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Ibune Farrel Rachel,kenapa gak pake masker dr awal.. 😏
31655,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,akun ditemukan🤭,kek muntah darah🗿
31656,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ROJAD OJAD 👨🏿,salut gua sama elu elu bang
31657,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,FAHRI AJA,itukan tugas lu🤓🤓🤓
31658,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ryn? yes baby,bang gw liat mayat anjing di sungai dah busuk tpi ga di balut kain apapun😭
31659,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Togen Totsuka,Gw malah reflek nahan nafas🗿
31660,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mam Hanan 🇮🇩,sehat selalu untuk para pandawa semoga dalam perlindungan Allah selalu aamiin aamiin aamiin ya rabb
31661,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,hamzah al_kauriy,Wahabi lingkungan 😂😂😂 (sarkas)
31662,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Widya,@Vitaa🍓
31663,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,.,pandawara cobak ke Nabire
31664,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Isaad,pandawara rumah gw tolong di berishkan debu nya😹
31665,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mi ayam buatan rimuru🗿,pasti abis makan strawberry busuk jadi muntah
31666,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,fayyorizz🪽,semangat kakk
31667,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Kazuu,pandawara sungai saya belum di bersihkan
31668,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,️,kayaknya ada yang bunuh anjing nya deh
31669,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Don Lorenzo 🧟‍♂️,komen nya Indonesia menuju cemas 💔
31670,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,taachilll,"kapan indonesia maju, pemikiran dikolom komentar aja dah nunjukin kalo sdm rendah."
31671,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,oh gitu.,semangat pandawara🥰
31676,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,orang to lol,itukan tugas lu🤓🤓🤓
31692,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Ibune Farrel Rachel,kenapa gak pake masker dr awal.. 😏
31693,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,akun ditemukan🤭,kek muntah darah🗿
31694,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ROJAD OJAD 👨🏿,salut gua sama elu elu bang
31695,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,FAHRI AJA,itukan tugas lu🤓🤓🤓
31696,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ryn? yes baby,bang gw liat mayat anjing di sungai dah busuk tpi ga di balut kain apapun😭
31697,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Togen Totsuka,Gw malah reflek nahan nafas🗿
31698,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mam Hanan 🇮🇩,sehat selalu untuk para pandawa semoga dalam perlindungan Allah selalu aamiin aamiin aamiin ya rabb
31699,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,hamzah al_kauriy,Wahabi lingkungan 😂😂😂 (sarkas)
31700,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Widya,@Vitaa🍓
31701,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,.,pandawara cobak ke Nabire
31702,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Isaad,pandawara rumah gw tolong di berishkan debu nya😹
31703,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mi ayam buatan rimuru🗿,pasti abis makan strawberry busuk jadi muntah
31704,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,fayyorizz🪽,semangat kakk
31705,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Kazuu,pandawara sungai saya belum di bersihkan
31706,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,️,kayaknya ada yang bunuh anjing nya deh
31707,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Don Lorenzo 🧟‍♂️,komen nya Indonesia menuju cemas 💔
31708,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,taachilll,"kapan indonesia maju, pemikiran dikolom komentar aja dah nunjukin kalo sdm rendah."
31709,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,oh gitu.,semangat pandawara🥰
31710,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Phalosaᥫ᭡,liat di tiktok aja takut
31711,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,miyaw,"kereeen, terimakasih tim Pandawara🥰👍"
31712,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,akun ditemukan🤭,kek muntah darah🗿
31713,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ROJAD OJAD 👨🏿,salut gua sama elu elu bang
31714,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,FAHRI AJA,itukan tugas lu🤓🤓🤓
31715,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ryn? yes baby,bang gw liat mayat anjing di sungai dah busuk tpi ga di balut kain apapun😭
31716,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Togen Totsuka,Gw malah reflek nahan nafas🗿
31717,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mam Hanan 🇮🇩,sehat selalu untuk para pandawa semoga dalam perlindungan Allah selalu aamiin aamiin aamiin ya rabb
31718,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,hamzah al_kauriy,Wahabi lingkungan 😂😂😂 (sarkas)
31719,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Widya,@Vitaa🍓
31720,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,.,pandawara cobak ke Nabire
31721,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Isaad,pandawara rumah gw tolong di berishkan debu nya😹
31722,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mi ayam buatan rimuru🗿,pasti abis makan strawberry busuk jadi muntah
31723,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,fayyorizz🪽,semangat kakk
31724,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Kazuu,pandawara sungai saya belum di bersihkan
31725,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,️,kayaknya ada yang bunuh anjing nya deh
31726,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Don Lorenzo 🧟‍♂️,komen nya Indonesia menuju cemas 💔
31727,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,taachilll,"kapan indonesia maju, pemikiran dikolom komentar aja dah nunjukin kalo sdm rendah."
31728,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,oh gitu.,semangat pandawara🥰
31729,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Phalosaᥫ᭡,liat di tiktok aja takut
31730,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,miyaw,"kereeen, terimakasih tim Pandawara🥰👍"
31731,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,zip zip☆,kok gue yang nutup hidung😭
31732,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ROJAD OJAD 👨🏿,salut gua sama elu elu bang
31733,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,FAHRI AJA,itukan tugas lu🤓🤓🤓
31734,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ryn? yes baby,bang gw liat mayat anjing di sungai dah busuk tpi ga di balut kain apapun😭
31735,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Togen Totsuka,Gw malah reflek nahan nafas🗿
31736,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mam Hanan 🇮🇩,sehat selalu untuk para pandawa semoga dalam perlindungan Allah selalu aamiin aamiin aamiin ya rabb
31737,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,hamzah al_kauriy,Wahabi lingkungan 😂😂😂 (sarkas)
31738,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Widya,@Vitaa🍓
31739,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,.,pandawara cobak ke Nabire
31740,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Isaad,pandawara rumah gw tolong di berishkan debu nya😹
31741,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mi ayam buatan rimuru🗿,pasti abis makan strawberry busuk jadi muntah
31742,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,fayyorizz🪽,semangat kakk
31743,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Kazuu,pandawara sungai saya belum di bersihkan
31744,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,️,kayaknya ada yang bunuh anjing nya deh
31745,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Don Lorenzo 🧟‍♂️,komen nya Indonesia menuju cemas 💔
31746,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,taachilll,"kapan indonesia maju, pemikiran dikolom komentar aja dah nunjukin kalo sdm rendah."
31747,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,oh gitu.,semangat pandawara🥰
31748,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Phalosaᥫ᭡,liat di tiktok aja takut
31749,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,miyaw,"kereeen, terimakasih tim Pandawara🥰👍"
31750,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,zip zip☆,kok gue yang nutup hidung😭
31751,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,#Encik_Nuar,🥰🥰🥰
31752,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,orang to lol,itukan tugas lu🤓🤓🤓
31772,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ryn? yes baby,bang gw liat mayat anjing di sungai dah busuk tpi ga di balut kain apapun😭
31773,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Togen Totsuka,Gw malah reflek nahan nafas🗿
31774,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mam Hanan 🇮🇩,sehat selalu untuk para pandawa semoga dalam perlindungan Allah selalu aamiin aamiin aamiin ya rabb
31775,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,hamzah al_kauriy,Wahabi lingkungan 😂😂😂 (sarkas)
31776,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Widya,@Vitaa🍓
31777,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,.,pandawara cobak ke Nabire
31778,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Isaad,pandawara rumah gw tolong di berishkan debu nya😹
31779,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mi ayam buatan rimuru🗿,pasti abis makan strawberry busuk jadi muntah
31780,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,fayyorizz🪽,semangat kakk
31781,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Kazuu,pandawara sungai saya belum di bersihkan
31782,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,️,kayaknya ada yang bunuh anjing nya deh
31783,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Don Lorenzo 🧟‍♂️,komen nya Indonesia menuju cemas 💔
31784,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,taachilll,"kapan indonesia maju, pemikiran dikolom komentar aja dah nunjukin kalo sdm rendah."
31785,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,oh gitu.,semangat pandawara🥰
31786,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Phalosaᥫ᭡,liat di tiktok aja takut
31787,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,miyaw,"kereeen, terimakasih tim Pandawara🥰👍"
31788,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,zip zip☆,kok gue yang nutup hidung😭
31789,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,#Encik_Nuar,🥰🥰🥰
31790,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ini dirzzyy,gw lagi makan oyy
31791,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,entahlah🌷୨ৎ,pandawa emg keren bgt
31792,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Togen Totsuka,Gw malah reflek nahan nafas🗿
31793,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mam Hanan 🇮🇩,sehat selalu untuk para pandawa semoga dalam perlindungan Allah selalu aamiin aamiin aamiin ya rabb
31794,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,hamzah al_kauriy,Wahabi lingkungan 😂😂😂 (sarkas)
31795,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Widya,@Vitaa🍓
31796,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,.,pandawara cobak ke Nabire
31797,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Isaad,pandawara rumah gw tolong di berishkan debu nya😹
31798,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mi ayam buatan rimuru🗿,pasti abis makan strawberry busuk jadi muntah
31799,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,fayyorizz🪽,semangat kakk
31800,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Kazuu,pandawara sungai saya belum di bersihkan
31801,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,️,kayaknya ada yang bunuh anjing nya deh
31802,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Don Lorenzo 🧟‍♂️,komen nya Indonesia menuju cemas 💔
31803,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,taachilll,"kapan indonesia maju, pemikiran dikolom komentar aja dah nunjukin kalo sdm rendah."
31804,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,oh gitu.,semangat pandawara🥰
31805,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Phalosaᥫ᭡,liat di tiktok aja takut
31806,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,miyaw,"kereeen, terimakasih tim Pandawara🥰👍"
31807,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,zip zip☆,kok gue yang nutup hidung😭
31808,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,#Encik_Nuar,🥰🥰🥰
31809,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ini dirzzyy,gw lagi makan oyy
31810,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,entahlah🌷୨ৎ,pandawa emg keren bgt
31811,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,pacarku,banyakin manusia begini
31812,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mam Hanan 🇮🇩,sehat selalu untuk para pandawa semoga dalam perlindungan Allah selalu aamiin aamiin aamiin ya rabb
31813,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,hamzah al_kauriy,Wahabi lingkungan 😂😂😂 (sarkas)
31814,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Widya,@Vitaa🍓
31815,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,.,pandawara cobak ke Nabire
31816,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Isaad,pandawara rumah gw tolong di berishkan debu nya😹
31817,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mi ayam buatan rimuru🗿,pasti abis makan strawberry busuk jadi muntah
31818,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,fayyorizz🪽,semangat kakk
31819,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Kazuu,pandawara sungai saya belum di bersihkan
31820,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,️,kayaknya ada yang bunuh anjing nya deh
31821,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Don Lorenzo 🧟‍♂️,komen nya Indonesia menuju cemas 💔
31822,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,taachilll,"kapan indonesia maju, pemikiran dikolom komentar aja dah nunjukin kalo sdm rendah."
31823,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,oh gitu.,semangat pandawara🥰
31824,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Phalosaᥫ᭡,liat di tiktok aja takut
31825,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,miyaw,"kereeen, terimakasih tim Pandawara🥰👍"
31826,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,zip zip☆,kok gue yang nutup hidung😭
31827,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,#Encik_Nuar,🥰🥰🥰
31828,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ini dirzzyy,gw lagi makan oyy
31829,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,entahlah🌷୨ৎ,pandawa emg keren bgt
31830,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,pacarku,banyakin manusia begini
31831,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝙊𝙕𝙇𝙄𝙉𝙀🍀🪽,yang hujat otaknya di mana sih?
31852,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Widya,@Vitaa🍓
31853,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,.,pandawara cobak ke Nabire
31854,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Isaad,pandawara rumah gw tolong di berishkan debu nya😹
31855,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mi ayam buatan rimuru🗿,pasti abis makan strawberry busuk jadi muntah
31856,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,fayyorizz🪽,semangat kakk
31857,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Kazuu,pandawara sungai saya belum di bersihkan
31858,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,️,kayaknya ada yang bunuh anjing nya deh
31859,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Don Lorenzo 🧟‍♂️,komen nya Indonesia menuju cemas 💔
31860,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,taachilll,"kapan indonesia maju, pemikiran dikolom komentar aja dah nunjukin kalo sdm rendah."
31861,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,oh gitu.,semangat pandawara🥰
31862,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Phalosaᥫ᭡,liat di tiktok aja takut
31863,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,miyaw,"kereeen, terimakasih tim Pandawara🥰👍"
31864,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,zip zip☆,kok gue yang nutup hidung😭
31865,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,#Encik_Nuar,🥰🥰🥰
31866,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ini dirzzyy,gw lagi makan oyy
31867,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,entahlah🌷୨ৎ,pandawa emg keren bgt
31868,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,pacarku,banyakin manusia begini
31869,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝙊𝙕𝙇𝙄𝙉𝙀🍀🪽,yang hujat otaknya di mana sih?
31870,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Ajeng🌀,gue langsung ikut mual njir😭
31871,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Dontol📈📈,berarti ada pembunuhan misterius☠️
31872,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,.,pandawara cobak ke Nabire
31873,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Isaad,pandawara rumah gw tolong di berishkan debu nya😹
31874,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mi ayam buatan rimuru🗿,pasti abis makan strawberry busuk jadi muntah
31875,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,fayyorizz🪽,semangat kakk
31876,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Kazuu,pandawara sungai saya belum di bersihkan
31877,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,️,kayaknya ada yang bunuh anjing nya deh
31878,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Don Lorenzo 🧟‍♂️,komen nya Indonesia menuju cemas 💔
31879,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,taachilll,"kapan indonesia maju, pemikiran dikolom komentar aja dah nunjukin kalo sdm rendah."
31880,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,oh gitu.,semangat pandawara🥰
31881,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Phalosaᥫ᭡,liat di tiktok aja takut
31882,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,miyaw,"kereeen, terimakasih tim Pandawara🥰👍"
31883,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,zip zip☆,kok gue yang nutup hidung😭
31884,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,#Encik_Nuar,🥰🥰🥰
31885,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ini dirzzyy,gw lagi makan oyy
31886,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,entahlah🌷୨ৎ,pandawa emg keren bgt
31887,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,pacarku,banyakin manusia begini
31888,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝙊𝙕𝙇𝙄𝙉𝙀🍀🪽,yang hujat otaknya di mana sih?
31889,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Ajeng🌀,gue langsung ikut mual njir😭
31890,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Dontol📈📈,berarti ada pembunuhan misterius☠️
31891,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,💀👻,itu apa
31912,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mi ayam buatan rimuru🗿,pasti abis makan strawberry busuk jadi muntah
31913,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,fayyorizz🪽,semangat kakk
31914,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Kazuu,pandawara sungai saya belum di bersihkan
31915,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,️,kayaknya ada yang bunuh anjing nya deh
31916,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Don Lorenzo 🧟‍♂️,komen nya Indonesia menuju cemas 💔
31917,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,taachilll,"kapan indonesia maju, pemikiran dikolom komentar aja dah nunjukin kalo sdm rendah."
31918,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,oh gitu.,semangat pandawara🥰
31919,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Phalosaᥫ᭡,liat di tiktok aja takut
31920,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,miyaw,"kereeen, terimakasih tim Pandawara🥰👍"
31921,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,zip zip☆,kok gue yang nutup hidung😭
31922,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,#Encik_Nuar,🥰🥰🥰
31923,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ini dirzzyy,gw lagi makan oyy
31924,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,entahlah🌷୨ৎ,pandawa emg keren bgt
31925,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,pacarku,banyakin manusia begini
31926,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝙊𝙕𝙇𝙄𝙉𝙀🍀🪽,yang hujat otaknya di mana sih?
31927,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Ajeng🌀,gue langsung ikut mual njir😭
31928,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Dontol📈📈,berarti ada pembunuhan misterius☠️
31929,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,💀👻,itu apa
31930,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,AMANNAH MART,gur disini ikutan hoek hoek bang. bau nya sampe sini
31931,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,fayyorizz🪽,semangat kakk
31932,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Kazuu,pandawara sungai saya belum di bersihkan
31933,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,️,kayaknya ada yang bunuh anjing nya deh
31934,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Don Lorenzo 🧟‍♂️,komen nya Indonesia menuju cemas 💔
